emp_no,first_name,last_name,dept_name
489655,Abdulla,Lagarias,Sales
293482,Tamiya,Merks,Sales
498696,Macha,Zockler,Sales
298621,Xuejun,Clemencon,Sales
298659,Ebbe,Sidou,Sales
473145,Shakhar,Czaja,Sales
79425,Lijie,Cannard,Sales
239185,Luigi,Giaccio,Sales
492283,Elgin,Baak,Sales
298052,Aleksander,Alpin,Sales
214706,Marlo,Kitai,Sales
289214,Honesty,Lamba,Sales
429468,Ennio,Walston,Sales
280554,Yongqiao,Flanders,Sales
488632,Irena,Baalen,Sales
445920,Nikolaus,Bennet,Sales
454724,Gina,Bamford,Sales
253703,Sadok,Lienhardt,Sales
482164,Nalini,Comte,Sales
69308,Chinya,Schreiter,Sales
282091,Conrado,Masand,Sales
24297,Gritta,Poupard,Sales
432278,Uri,Deverell,Sales
426813,Guther,Dulli,Sales
75611,Olivera,Backhouse,Sales
90679,Souichi,Atchley,Sales
293433,Reinhard,Krohn,Sales
248298,Sukumar,Tsukuda,Sales
206879,Kshitij,Anick,Sales
273426,Akhilish,Quaggetto,Sales
40711,Arvin,Gien,Sales
50976,Nectarios,Kropp,Sales
269090,Pramod,Munck,Sales
55864,Eldridge,Hutter,Sales
494329,Kazuhiko,Papadias,Sales
239031,Kazuhide,Couchot,Sales
45534,Perla,Jullig,Sales
471832,Kiyotoshi,Schwartzburd,Sales
405112,Valeri,Varker,Sales
460708,Huican,Stafford,Sales
65883,Patricia,Pepe,Sales
288837,Douadi,Rosch,Sales
215740,Koichi,Cairo,Sales
210301,Karoline,Suri,Sales
444315,Limsoon,Mondadori,Sales
277144,Vishv,Munck,Sales
434682,Bodo,Boreale,Sales
63680,Samphel,Brobst,Sales
268773,Uinam,Erbe,Sales
454932,Sampalli,Zaiane,Sales
231750,Arvind,Siepmann,Sales
239398,Rajmohan,Bazelow,Sales
475223,Feipei,Isaac,Sales
247220,Aimee,Miyakawa,Sales
214796,Leah,Cronau,Sales
449410,Kannan,Hinsberger,Sales
244684,Khalil,Krzyzanowski,Sales
277359,Kazuhide,Serna,Sales
71250,Yucai,Fujisaki,Sales
98943,Cordelia,Negoita,Sales
40401,Eben,Pero,Sales
404519,Jaewon,Ecklund,Sales
76307,Valeska,Solares,Sales
276685,Pradeep,Piveteau,Sales
460631,Yoshinari,Walstra,Sales
491433,Remzi,Bodoff,Sales
89901,Mariusz,Akazan,Sales
233617,Moni,Dahlbom,Sales
10504,Xiong,Varker,Sales
20457,Nimmagadda,Plessier,Sales
19215,Zhenbing,Oxenboll,Sales
281458,Niranjan,Biron,Sales
44524,Maya,Schrooten,Sales
453368,Kersti,Snyers,Sales
86410,Alejandro,Yeung,Sales
408930,Akeel,Lorch,Sales
460562,Naftaly,Hertweck,Sales
424831,Oguz,Dehkordi,Sales
255229,Rasikan,Benaini,Sales
427781,Luise,Usdin,Sales
71627,Aria,Ranta,Sales
224557,Doowon,Ariola,Sales
61210,Itzchak,Rehfuss,Sales
216385,Youssef,Leijenhorst,Sales
11849,Chenye,Homond,Sales
297347,Werner,Heyers,Sales
64868,Baocai,Genther,Sales
287533,Utz,Niizuma,Sales
493624,Dmitri,Businaro,Sales
200207,Sudhanshu,Kobuchi,Sales
27479,Jaideep,Chaudhuri,Sales
257590,Yongdong,Matteis,Sales
86200,Danel,Thummel,Sales
209778,Przemyslawa,Walstra,Sales
461714,Yoshimitsu,Angot,Sales
20496,Ishfaq,Kalloufi,Sales
465061,Xinyu,Undy,Sales
79820,Mountaz,Kenevan,Sales
23454,Heejo,Felcyn,Sales
406681,Shigeu,Salverda,Sales
297795,Aksel,Baez,Sales
232883,Gita,Lorie,Sales
480776,Fan,Standera,Sales
208534,Marit,Hanratty,Sales
12766,Shuji,Molberg,Sales
40510,Lubomir,Grospietsch,Sales
95993,Alejandra,Lunn,Sales
222609,Barun,Muchinsky,Sales
403500,Toshimi,Rosay,Sales
211818,Gaetan,Besselaar,Sales
492019,Jongsuk,Garrabrants,Sales
38168,Fumiko,Deverell,Sales
55874,Younwoo,Aloia,Sales
214842,Nikolaus,Businaro,Sales
248544,Basim,Murrill,Sales
243860,Shaw,Keohane,Sales
68300,Kerryn,Pargaonkar,Sales
286581,Arvind,Irland,Sales
101423,Hatem,Bolotov,Sales
440561,Zeljko,Chinin,Sales
271385,Abdelwaheb,Sgarro,Sales
293683,Gou,Tramer,Sales
464200,Junichi,Foong,Sales
432475,Yinlin,Auria,Sales
443893,Richard,Strehl,Sales
467491,Sivanarayana,Bojadziev,Sales
462119,Dmitri,Masamoto,Sales
53402,Houman,Worfolk,Sales
15918,Kotesh,Plesums,Sales
107280,Reuven,McFarlin,Sales
262057,Dinah,Bojadziev,Sales
486562,Radoslaw,Angelopoulos,Sales
20588,Bilhanan,Ramsak,Sales
438445,Stabislas,Sommer,Sales
49439,Turgut,Speek,Sales
494425,Mong,Heping,Sales
282313,Steve,Cairo,Sales
449489,Naftaly,Hertweck,Sales
456898,Navid,Dayana,Sales
258570,Sergi,Porenta,Sales
264475,Henk,Berendt,Sales
37937,Xiahua,Pero,Sales
448610,Parke,Laventhal,Sales
25508,Marla,Jenevein,Sales
30982,Suebskul,Francisci,Sales
236216,Salvador,Uhrik,Sales
210124,Weiwu,Malabarba,Sales
70491,Saeed,Zongker,Sales
463809,Tomokazu,Impagliazzo,Sales
209028,Shigehito,Hiroyama,Sales
16269,Sanjoy,Condotta,Sales
461831,Yinghua,Miculan,Sales
422979,Kiyokazu,Shihab,Sales
226541,Eishiro,Rehfuss,Sales
74063,Breannda,Hashii,Sales
246040,Jackson,Angelov,Sales
10417,Bingning,Bakhtari,Sales
448527,Basant,Birdsall,Sales
210899,Marsal,Plesums,Sales
278841,Indrajit,Wilharm,Sales
229497,Dekang,Bach,Sales
265699,Kien,Krychniak,Sales
431214,Navid,DuCasse,Sales
239582,Bikash,Whitcomb,Sales
253417,Irene,Kalorkoti,Sales
434644,Palash,Ramsay,Sales
493828,Marla,Merle,Sales
421418,Kamakshi,Hasenauer,Sales
87535,Vidar,Jayawardene,Sales
483405,Badri,Krohn,Sales
483139,Shaowen,Marshall,Sales
461124,Hiroyasu,Schmezko,Sales
242518,Sanjiv,Makinen,Sales
406323,Kayoko,Viele,Sales
487036,Hirochika,Worfolk,Sales
11329,Limsoon,McConalogue,Sales
238522,Macha,Masada,Sales
15307,Rafael,Schrift,Sales
93827,Prodip,Showalter,Sales
485252,Abdelwaheb,Siegrist,Sales
280442,Kinh,Danecki,Sales
230187,Uma,Figueira,Sales
66006,Paddy,Curless,Sales
84564,Fei,Stassinopoulos,Sales
467690,Vasiliy,Krychniak,Sales
407055,Yunming,McAffer,Sales
39610,Roselyn,Nastansky,Sales
206656,Jeane,Oehlmann,Sales
53848,Khosrow,Gide,Sales
29395,Jungsoon,Milicic,Sales
421131,Hercules,Oaver,Sales
86978,Lunjin,Luks,Sales
246702,Shounak,Munke,Sales
19168,Lijia,Dulin,Sales
72643,Elvis,Varley,Sales
454991,Haldon,Koblick,Sales
424987,Bernt,Bellone,Sales
233309,Piyawadee,Pena,Sales
458543,Mantis,Ebeling,Sales
103982,Valeska,Cunliffe,Sales
205235,Willard,Itschner,Sales
223981,Christoph,Cheshire,Sales
423327,Constantijn,Lichtman,Sales
448266,Bogdan,Bach,Sales
37674,Vitali,Sinitsyn,Sales
28164,Sudharsan,Fabrizio,Sales
433267,Soenke,Piancastelli,Sales
406205,Divine,Plotkin,Sales
284820,Prasadram,Strandh,Sales
447259,Tiina,Underwood,Sales
224795,Chaitali,Shokrollahi,Sales
223876,Hsiangchu,Ramsay,Sales
283146,Chinhyun,Luft,Sales
101687,Jayson,Milicic,Sales
39504,Magy,Kolinko,Sales
244609,Charlene,Axelband,Sales
98473,Florian,Parfitt,Sales
465217,Chinya,Lammel,Sales
260101,Dhritiman,Ghazalie,Sales
14050,Duangkaew,Botman,Sales
216570,Fumiya,Lubachevsky,Sales
420023,Kazuhiro,Huttel,Sales
41657,Danai,Curless,Sales
52975,Ebru,Perl,Sales
298037,Indrajit,Passafiume,Sales
212153,Monique,Goodrum,Sales
464209,Premal,Pell,Sales
93763,Kazuhisa,Jullig,Sales
47867,Sajjad,Niizuma,Sales
93889,Hironoby,Basawa,Sales
250582,Rildo,Benzmuller,Sales
64380,Persi,Rando,Sales
261423,Heekeun,Narahara,Sales
455260,Ayakannu,Lanzelotte,Sales
61294,Uli,Schwabacher,Sales
254344,Yaghout,Nyrup,Sales
224026,Hercules,Prampolini,Sales
291317,Lenore,Gniady,Sales
82358,Shir,Provine,Sales
417511,Herb,Stranks,Sales
207340,Valeska,Cesareni,Sales
498841,Dhritiman,Akaboshi,Sales
72359,Geoffrey,Bolotov,Sales
37019,Faiza,Loncour,Sales
457065,Behnaam,Henseler,Sales
490853,Rance,Chepyzhov,Sales
499235,Marsha,Gecsei,Sales
95115,Uzi,Pepe,Sales
297330,Gianluca,Rikino,Sales
282864,Baziley,Monarch,Sales
479050,Pintsang,Ishibashi,Sales
25235,Deborah,Schaaf,Sales
93580,Gil,Hatcliff,Sales
33582,Gil,Standera,Sales
480376,Akhilish,Kieras,Sales
67865,Aria,Valiente,Sales
214781,Phillip,Hiyoshi,Sales
294805,Vishu,Flexer,Sales
15969,Pranav,Masand,Sales
102259,Olivera,Baja,Sales
101924,Kendra,Chinal,Sales
428959,DeForest,Prenel,Sales
238881,Martial,Kavvadias,Sales
66331,Nitsan,Dulli,Sales
434611,Serge,Fontet,Sales
48061,Jaideep,Schlenzig,Sales
446891,Susanta,Heuser,Sales
215256,Bojan,Copas,Sales
249212,Masamitsu,Shobatake,Sales
20921,Alper,Breugel,Sales
60867,Tomoyuki,Kornyak,Sales
292045,Peternela,Pargas,Sales
412436,Demin,Staylopatis,Sales
469085,Steen,Alblas,Sales
483188,Yuqun,Awdeh,Sales
217432,Bader,Lanphier,Sales
460426,Domenico,Terekhov,Sales
95572,Shuzo,Felder,Sales
256235,Oguz,Halevi,Sales
212573,Kasidit,Solovay,Sales
425496,Ramzi,Ruemmler,Sales
483089,Sarita,Motley,Sales
441013,Satoru,Rande,Sales
31374,Shirish,Renear,Sales
482413,Zhigen,Melski,Sales
214176,Patricio,Stasinski,Sales
499046,Weiyi,Krzyzanowski,Sales
65852,Falguni,Vanwelkenhuysen,Sales
101226,Aral,Litzkow,Sales
41959,Fumiyo,Middleton,Sales
401681,Yongmao,Morrey,Sales
413679,Oscar,Renear,Sales
30445,Satoru,Compeau,Sales
493951,Vugranam,Sidje,Sales
216403,Shichao,Solovay,Sales
443918,Adas,Stenning,Sales
39216,Perla,Backhouse,Sales
78568,Masako,Rosis,Sales
71734,Mads,Loncour,Sales
497779,Bernt,Hiraishi,Sales
66602,Duri,Luon,Sales
285633,Yolla,Erez,Sales
483299,Yongdong,Marshall,Sales
203956,Make,Ishibashi,Sales
96208,Goa,Schusler,Sales
220135,Jixiang,Yoshimura,Sales
495854,Hideo,Stavenow,Sales
255747,Mohammed,Swiss,Sales
280358,Kensyu,Schahn,Sales
493395,Tzu,Yurek,Sales
287460,Sandeepan,Ossenbruggen,Sales
470012,Khosrow,Lowrie,Sales
260605,Jiafu,Morrin,Sales
461588,Martijn,Cannard,Sales
211492,Arch,Openshaw,Sales
461837,Arif,Kalorkoti,Sales
255887,Theron,Zockler,Sales
95814,Hidefumi,Dulli,Sales
252551,Erzsebet,Socorro,Sales
237388,Tamiya,Pelz,Sales
270848,Nevin,Businaro,Sales
476157,Michaela,Impagliazzo,Sales
100235,Deniz,Ebeling,Sales
221309,Bogdan,Lunn,Sales
286917,Shigehito,Ambroszkiewicz,Sales
267608,Makato,Narahari,Sales
244493,Heather,Sinitsyn,Sales
15718,Shmuel,Syrotiuk,Sales
248602,Goh,Skafidas,Sales
459407,Gift,Percebois,Sales
212124,Tzvetan,Foong,Sales
27315,Tze,Lemarechal,Sales
13878,Shigeaki,Eiron,Sales
104509,Kwangyoen,Lagarias,Sales
417515,Avishai,Staylopatis,Sales
297856,Gopalakrishnan,Hainaut,Sales
445487,Margo,Vasanthakumar,Sales
33300,Etsuo,Koshiba,Sales
207798,Munir,Gyorkos,Sales
236353,Subhash,Larfeldt,Sales
40027,Joydip,Rehfuss,Sales
238305,Constantine,Valiente,Sales
81952,Jinya,Brodal,Sales
443676,Masasuke,Gide,Sales
440462,Unal,Lukaszewicz,Sales
250731,Ekawit,Driscoll,Sales
89788,Filipe,McDermid,Sales
494723,Aksel,Orlowski,Sales
235889,Bangqing,Manderick,Sales
35750,Waiman,Poulakidas,Sales
29899,Yinghua,Juneja,Sales
70265,Saeed,Baaleh,Sales
52059,Martina,Kuzuoka,Sales
273174,Berna,Butner,Sales
428877,Jinxi,Mandell,Sales
88486,Tru,Peltason,Sales
417413,Youjian,Oxman,Sales
237501,Ottavia,Furudate,Sales
282648,Kenroku,Cooman,Sales
25712,Srinidhi,Marsiglia,Sales
275787,Juyoung,Vieth,Sales
31595,Stevo,Barbanera,Sales
101906,Boutros,Jording,Sales
54843,Surveyors,Masand,Sales
423110,Jaroslava,Angiulli,Sales
455164,Khosrow,Wilfing,Sales
272188,Vasilii,Luck,Sales
478531,Herb,Lunt,Sales
22773,Zhanqiu,Kuszyk,Sales
230080,Dipayan,Fujisawa,Sales
276049,Bikash,Coullard,Sales
251269,Dipankar,Breugel,Sales
251484,Adit,Kawashima,Sales
461540,Ipke,Baezner,Sales
452631,Demin,Steenbeek,Sales
238004,Mariusz,Reeken,Sales
35784,Serenella,Schoegge,Sales
44111,Sugwoo,Streit,Sales
223114,Ishfaq,Massonet,Sales
53795,Tadanori,Asmuth,Sales
488943,Cordelia,Lorho,Sales
402048,Shushma,Picci,Sales
242162,Yinghua,Bodoff,Sales
291861,Ramya,Worfolk,Sales
482493,Lalit,VanScheik,Sales
66287,Mack,Melter,Sales
12845,Florian,Baar,Sales
492987,Valery,Marquardt,Sales
26764,Mitsuyuki,Tischendorf,Sales
18858,Surveyors,Sankaranarayanan,Sales
496969,Jinya,Bahr,Sales
91920,Kerryn,Perko,Sales
250020,Sachar,Mitsuhashi,Sales
455021,Danel,Hennebert,Sales
401759,Kinh,Ramsay,Sales
73729,Toshiki,Bernick,Sales
15607,Ekawit,Massonet,Sales
440889,Cathie,Murrill,Sales
405632,Jovan,Baumann,Sales
426087,Demin,Eppinger,Sales
233208,Shir,Turnbull,Sales
102021,Niteen,Simmen,Sales
210183,Udi,Comyn,Sales
404699,Charlene,Cummings,Sales
479816,Martina,Stroustrup,Sales
465662,Unal,Simkin,Sales
455501,Zhonghui,Hebden,Sales
412937,Valeska,Granlund,Sales
102946,Divier,Simmel,Sales
39266,Roded,Ashish,Sales
238702,Fayez,Menhoudj,Sales
84184,Chuanyi,Castellani,Sales
455968,Udaiprakash,Schueller,Sales
104449,Wonhee,Denna,Sales
47921,Nidapan,Suomi,Sales
74246,Tomofumi,Erdi,Sales
81702,Suzette,Jullig,Sales
429230,Lalit,Bierbaum,Sales
255189,Theron,Kawashimo,Sales
67959,Marek,Milicic,Sales
420523,Danco,Andreotta,Sales
430370,Chenxi,Barreiro,Sales
447996,Ortrun,Brookner,Sales
488064,Mihalis,Cooley,Sales
488170,Laurentiu,Wrigley,Sales
452609,Masato,Ecklund,Sales
81143,DAIDA,Vural,Sales
72386,Manohar,Pollacia,Sales
93080,Amstein,Heering,Sales
27526,Margareta,Lubachevsky,Sales
21455,Tayeb,Peral,Sales
235736,Bouchung,Lores,Sales
251182,Goh,Dulli,Sales
217550,Dinah,Fontan,Sales
63094,Tran,Porenta,Sales
30927,Kristen,Coullard,Sales
281453,Insup,Gopalakrishnan,Sales
255457,Anwar,Heyers,Sales
31578,Shem,Suessmith,Sales
455594,Shay,Khalid,Sales
299260,Bodo,Verspoor,Sales
472655,Nahum,Schahn,Sales
430461,Fan,Lichtner,Sales
229638,Radhakrishnan,Schapiro,Sales
225327,Vishwani,Kalloufi,Sales
496930,Mart,Mersereau,Sales
55654,Adas,Suppi,Sales
438047,Shuzo,Ritcey,Sales
298431,Kiyomitsu,Syrotiuk,Sales
54479,Yuguang,Zockler,Sales
22355,Naftali,Jiafu,Sales
54578,Kazuhito,Pusterhofer,Sales
478658,Hsiangchu,Streng,Sales
108902,Yakkov,Stamatiou,Sales
212031,Moti,Impagliazzo,Sales
39279,Baruch,Pews,Sales
59208,Tianruo,Farrel,Sales
71816,Ziyad,Leslie,Sales
274472,Munenori,Stifter,Sales
41011,Geoff,Yurov,Sales
24056,Gladys,Shrader,Sales
64262,Huan,Raoux,Sales
264263,Arumugam,Wegerle,Sales
256625,Miquel,Baumann,Sales
90880,Prodip,Einsfeld,Sales
109917,Magdalena,Baranowski,Sales
225263,Hongzhu,Dulin,Sales
246820,Jacopo,Sudkamp,Sales
232014,Xianlong,Pagter,Sales
39910,Zvonko,Masaki,Sales
34175,Shahaf,Azuma,Sales
255847,Pramod,Mungall,Sales
473048,Munir,Rosay,Sales
449816,Mariangiola,Lanzelotte,Sales
268800,Marin,Antonakopoulos,Sales
458306,Giri,Duclos,Sales
274088,Katsuo,Cronan,Sales
410564,Constantino,Penttonen,Sales
425487,Kellyn,Egerstedt,Sales
255929,Feixiong,Bisiani,Sales
15046,Marin,Prochazka,Sales
489410,Falguni,Ratnakar,Sales
10408,Martijn,Kaiser,Sales
286199,Conrado,Chenney,Sales
69296,Werner,McFarlan,Sales
405134,Jovan,Lamba,Sales
498554,Munehiko,Iisaka,Sales
256681,Zongyan,Itzfeldt,Sales
425019,Barun,Capobianchi,Sales
455675,Fumitaka,Cmelik,Sales
294843,Conor,Pehl,Sales
92247,Mang,Knightly,Sales
220830,Kiyokazu,Vadhan,Sales
252179,Basant,DasSarma,Sales
38983,Sachem,Stille,Sales
99147,Shaowei,Lukaszewicz,Sales
215344,Christfried,Denny,Sales
441572,Geoffrey,Kakkad,Sales
437234,Gil,Sgarro,Sales
79995,Rutger,Speer,Sales
68941,Theron,Verhoeff,Sales
97135,Mechthild,Underwood,Sales
78284,Marit,Schrift,Sales
92700,Valdiodio,Ventosa,Sales
45707,Ramzi,Ashish,Sales
224290,Shih,Fraisse,Sales
42122,Genta,Malinowski,Sales
489684,Shichao,Herath,Sales
477203,Kshitij,Vigier,Sales
61768,Tuval,Crooks,Sales
262182,Cullen,Mungall,Sales
446292,Keung,Mandelberg,Sales
22150,Kristina,Zweizig,Sales
438829,Munehiro,Munke,Sales
200834,Jiang,Hatcliff,Sales
99532,Percy,Picco,Sales
201712,Xiaobin,Winter,Sales
409976,Basant,Emden,Sales
243728,Leah,Barbanera,Sales
28067,Wayne,Zallocco,Sales
285139,Shigehito,Middleton,Sales
407023,Anyuan,Buchter,Sales
435883,Jiann,Moffat,Sales
62778,Hidefumi,Dratva,Sales
86460,Khoa,Hammerschmidt,Sales
487246,Minghong,Zockler,Sales
51560,Shan,Panwar,Sales
245420,Xiping,Yetto,Sales
209728,Munenori,Rikino,Sales
207028,Mayuri,Gluchowski,Sales
29638,Gino,Quadeer,Sales
47540,Toney,Siochi,Sales
421062,Perla,Lyonns,Sales
488969,Remko,Benzmuller,Sales
205533,Yinghua,Domenig,Sales
267618,Ferdinand,Senzako,Sales
421454,Geoff,Ferretti,Sales
209750,Jessie,Potthoff,Sales
56422,Krister,Skafidas,Sales
407943,Bikash,Masada,Sales
50554,Ramya,Denti,Sales
39178,Yuping,Perz,Sales
225500,Bedir,Hiltgen,Sales
295788,Shugo,Meszaros,Sales
211481,Felicidad,Ranst,Sales
236052,Adly,Krone,Sales
469191,Garnet,Krohm,Sales
219102,Xiaoheng,Arlazarov,Sales
214808,Ashish,Encarnacion,Sales
59485,Ravishankar,Birrer,Sales
33561,Nirmal,Staylopatis,Sales
455024,Reinhold,Munck,Sales
207617,Baocai,Kuszyk,Sales
212463,Bodo,Avouris,Sales
471631,Mingsen,Ibel,Sales
466825,Arco,Heydon,Sales
455394,Temple,Escriba,Sales
24773,Younwoo,Ramsay,Sales
233025,Jianhua,Ulupinar,Sales
221935,Marl,Ballarin,Sales
230059,Zijian,Narlikar,Sales
260563,Tonny,Vrecion,Sales
472929,Slavian,Panwar,Sales
236548,Nakhoon,Swiler,Sales
297190,Demin,Verhaegen,Sales
433109,Arie,Malabarba,Sales
31524,Jaewoo,Biron,Sales
295083,Zhigen,Yetto,Sales
481958,Zhilian,Serre,Sales
474684,Chinhyun,Klyachko,Sales
272565,Basant,Decaestecker,Sales
411095,Basant,Mundy,Sales
93363,Zissis,Syrotiuk,Sales
236039,Yaghout,Spell,Sales
449070,Gennadi,Hebert,Sales
82826,Nalini,Oxman,Sales
434960,Indrajit,Shinomoto,Sales
82945,Bodo,Merle,Sales
479611,Adam,Tetzlaff,Sales
44042,Susuma,Ladret,Sales
462788,Xuedong,Pleszkun,Sales
242543,Jamaludin,Zweizig,Sales
254463,Douadi,Pappas,Sales
460584,IEEE,Selenyi,Sales
493620,Douadi,Lenart,Sales
466517,Mart,Porenta,Sales
95419,Arno,Morrey,Sales
495672,Zissis,Sewelson,Sales
84208,Aksel,Gubsky,Sales
402931,Panayotis,Gulla,Sales
33695,Mitchel,Bennet,Sales
32639,Christoph,Gihr,Sales
203867,Vatsa,Baez,Sales
93671,Waiman,Danlos,Sales
449763,Raimond,Yurek,Sales
93067,Guenter,Garnick,Sales
250776,Stevo,Loncour,Sales
86806,Xiaoqiang,Hempstead,Sales
417376,Leszek,Hertweck,Sales
11164,Alain,Limongiello,Sales
94164,Frazer,Naumovich,Sales
266347,Aloke,Narwekar,Sales
443598,Chenyi,Kermarrec,Sales
287678,Dung,Junot,Sales
81916,Lorien,Yavatkar,Sales
72961,Salvador,Maquelin,Sales
258204,Utz,Maliniak,Sales
212504,Feiyu,Asmuth,Sales
473542,Shuzo,Waschkowski,Sales
475639,Maha,Ranka,Sales
234376,Erez,Kolvik,Sales
28159,Chrisa,Takanami,Sales
109819,Tadanori,Anily,Sales
62742,Bernice,Murtagh,Sales
219404,Rosita,Peron,Sales
94348,Stepehn,Rodite,Sales
18454,Eric,Anido,Sales
293434,Sachio,Ghandeharizadeh,Sales
459173,Lein,Basawa,Sales
409197,Aamod,Marsiglia,Sales
214672,Tomokazu,Lupu,Sales
429386,Aleksander,Masaki,Sales
240688,Christfried,Templeman,Sales
450490,Deborah,Luft,Sales
40269,Toshiki,Ghazalie,Sales
477763,Kwun,Cmelik,Sales
478726,Karlis,Panienski,Sales
271846,Abdelghani,Koshino,Sales
106830,Shigeu,Danley,Sales
23201,Oldrich,Katalagarianos,Sales
57040,Arup,Lagarias,Sales
26681,Abdulla,Rodier,Sales
28209,Gadiel,Millington,Sales
294613,Palash,Carrere,Sales
425647,Caolyn,Colorni,Sales
76321,Atreye,Turnbull,Sales
36121,Mohua,Guerreiro,Sales
30559,Moss,Neimat,Sales
223947,Xinyu,Rabehasaina,Sales
442277,Koichi,Anger,Sales
204110,Shaw,Kalsbeek,Sales
403026,Djenana,Baik,Sales
274947,Arif,Hopewell,Sales
417464,Valdiodio,Shanbhogue,Sales
54657,Jixiang,Gurbaxani,Sales
414866,Boalin,Veeraraghavan,Sales
436894,Danai,Zschoche,Sales
494576,Tsuneo,Fujisawa,Sales
434943,Neven,Rindone,Sales
208330,Shen,Flanders,Sales
438313,Sugwoo,Birke,Sales
473580,Herbert,Copas,Sales
407476,Gurbir,Serra,Sales
446560,Sanjit,Kruskal,Sales
434453,Zhilian,Swen,Sales
225547,Florian,Naudin,Sales
461398,Duangkaew,Kushner,Sales
49973,Stabislas,Billawala,Sales
284312,Remmert,Conta,Sales
50526,Susumu,Varman,Sales
437796,Emdad,Katzenelson,Sales
64603,Tsz,Malinowski,Sales
19824,Kinh,Zykh,Sales
455573,Adil,Azumi,Sales
58288,Muzhong,Doering,Sales
404683,Mabhin,Foote,Sales
91940,Manohar,Tanemo,Sales
107906,Nectarios,Yavatkar,Sales
430052,Tsutomu,Angel,Sales
477447,Falguni,Binkley,Sales
62052,Lihong,Stassinopoulos,Sales
465434,Dayanand,Alpay,Sales
236402,Khedija,Merkl,Sales
478354,Weijing,Bage,Sales
427715,Vishu,Rusmann,Sales
243718,Mingzeng,Validov,Sales
11328,Xiong,Ferriere,Sales
274163,Weiru,Stemann,Sales
80513,Gurbir,Unno,Sales
418803,Baruch,Skogmar,Sales
251672,Kankanahalli,Marakhovsky,Sales
475944,Sachem,Gyimothy,Sales
496063,Ramzi,Redmiles,Sales
405015,Morris,Fargier,Sales
207824,Rosella,Clouatre,Sales
428238,LiMin,Gire,Sales
243785,Takahiro,Veldwijk,Sales
238047,Renee,Krohn,Sales
236754,Aris,Pena,Sales
40419,Zsolt,Frolund,Sales
260857,Zongyan,Cronan,Sales
107267,Roded,Rosti,Sales
230530,Dharmaraja,Vieth,Sales
480144,Akemi,Grospietsch,Sales
216960,Houman,Stellhorn,Sales
438479,Jenwei,Weiland,Sales
273059,Hairong,Manderick,Sales
436861,Sastry,Rettelbach,Sales
260082,Gina,Swan,Sales
241390,Chenxi,Baik,Sales
62434,Uta,Angelov,Sales
243720,Thodoros,Shiratori,Sales
471697,Teruyuki,Muniz,Sales
70665,Zijian,Suppi,Sales
268286,Marin,Oberman,Sales
82875,Domenick,Terekhov,Sales
70510,Zdislav,Erva,Sales
232110,Changho,Hebden,Sales
83514,Shaz,Pappas,Sales
40411,Ute,Stifter,Sales
25147,Mayuri,Zastre,Sales
69812,Baruch,Lamba,Sales
428352,Nikolaus,Erez,Sales
241195,Krister,Oehlmann,Sales
462880,Godehard,Trumbly,Sales
406998,Seongbae,Eugenio,Sales
443404,Xiaoheng,Feldhoffer,Sales
422870,Berto,Mamelak,Sales
36262,Abdelwaheb,Homond,Sales
200668,Jaana,Whitcomb,Sales
449606,Mayuri,Yoshizawa,Sales
64624,Kersti,Schnelling,Sales
266922,Koldo,Erde,Sales
412580,Zejun,Ozeri,Sales
24543,Mani,Eiron,Sales
256289,Joydip,Nittel,Sales
27243,Fumiya,Garigliano,Sales
10041,Uri,Lenart,Sales
210080,Premal,Perl,Sales
105552,Kellie,Ananiadou,Sales
442178,Saddek,Bednarek,Sales
409570,Xinyu,Kavanagh,Sales
24451,Danel,Walston,Sales
231442,Parto,DeMori,Sales
408226,Alair,Schaaf,Sales
214282,Yurii,Kragelund,Sales
90868,Gregory,Suwa,Sales
245693,Moon,Swiler,Sales
240210,Uma,Mundy,Sales
416230,Carrsten,Uhrig,Sales
17462,Shaleah,Lortz,Sales
226156,Vishu,Mamelak,Sales
57880,Mandell,Brodie,Sales
405876,Elliott,Zastre,Sales
267198,Przemyslawa,Casperson,Sales
49948,Spyrose,Vendrig,Sales
241325,Giordano,Ananiadou,Sales
62611,Domenico,Oxenboll,Sales
251581,Idoia,Gubsky,Sales
422371,Achilleas,Worfolk,Sales
37312,Arie,Gecsei,Sales
28669,Bernt,Eppinger,Sales
414427,Huai,Itzigehl,Sales
233615,Mats,Cannata,Sales
13447,Yucel,Lortz,Sales
67210,Abdelaziz,Cusworth,Sales
468006,Sajjan,Gewali,Sales
46056,Hongzhu,Spinelli,Sales
491348,Fatemeh,Guenter,Sales
270711,Sudhanshu,Orlowski,Sales
420656,Yongmao,Birta,Sales
464325,Kshitij,Worfolk,Sales
284830,Stafford,Luff,Sales
267763,Bokyung,Spataro,Sales
443838,Rimon,McClure,Sales
473024,Jianhao,Eiter,Sales
493037,Elrique,Schwaller,Sales
258733,Xuejia,Luiz,Sales
402068,Faiza,Garnham,Sales
248071,Cathie,Encarnacion,Sales
493325,Adly,dAstous,Sales
482123,Nobuyoshi,Mungall,Sales
64463,Mikhail,Muhling,Sales
103719,Mrinalini,Piveteau,Sales
471971,Tooru,Daescu,Sales
72922,Kristian,DasSarma,Sales
414491,Shigeichiro,Erez,Sales
207656,Takahito,Baik,Sales
446937,Maik,Lamba,Sales
431439,Christoper,Brlek,Sales
